timestamp,aapl,intu,klac,nvda,adsk,has,nke,tif,pvh,bby,abc,unh,ci,mck,hum,el,cost,wba,mo,syy,bkr,slb,hal,cvx,oke,ipg,omc,viac,cmcsa,dis,expd,gww,pcar,ba,rtn,es,eix,ed,sre,exc,ecl,shw,iff,fmc,ppg,pld,reg,avb,well,kim
1999-12-14,723.14,1052.36,3570.27,188.89,1732.45,12798.09,3639.86,2229.5,820.23,12932.7,110.58,4527.86,1010.6,133.92,4756.81,251.04,481.25,40968.55,5131.1,11597.09,126.12,1485.19,636.96,3477.07,1768.1,36710.52,18257.66,404.99,66090.63,1590.96,5938.75,1619.01,3171.09,9838.25,2665.63,1404.28,2737.34,4263.45,1635.74,1852.15,1321.58,2563.78,522.75,2291.15,4581.13,91.32,162.15,209.19,2293.0,366.31
1999-12-21,781.26,1041.73,4664.87,215.88,1796.35,11551.52,4460.95,2326.31,833.24,11866.08,110.58,4321.05,951.04,134.74,4635.87,273.32,458.55,37019.77,4930.14,11271.21,128.29,1512.22,675.57,3383.03,1759.77,35892.92,18599.24,412.84,70313.06,1587.47,6135.46,1560.6,3334.16,9886.17,2513.83,1383.51,2933.36,4396.93,1665.34,1940.51,1397.02,2571.97,546.18,2253.14,4493.78,95.24,170.54,224.67,2418.78,401.48
1999-12-28,748.39,1109.05,4691.89,226.04,1807.0,12091.7,4540.41,2493.73,807.21,11899.41,128.04,4500.65,977.63,144.16,4877.74,297.46,480.26,39323.22,4742.58,11827.11,149.09,1576.33,724.39,3425.1,1743.13,35279.71,18415.32,427.52,73617.63,1618.87,6439.89,1619.01,3447.18,10556.96,2519.9,1379.35,2954.37,4412.63,1677.03,1933.44,1460.3,2645.69,553.74,2418.73,4784.95,96.48,172.64,234.3,2322.03,399.28
2000-01-04,781.26,1150.39,4491.89,231.43,1803.45,11468.42,4131.77,2319.26,781.17,15299.24,122.75,4620.38,1007.45,143.75,4918.05,289.29,442.76,36197.11,5064.11,11328.72,140.42,1649.04,699.41,3311.26,1630.81,32704.25,17231.31,393.98,63520.45,1772.39,6364.95,1489.66,3126.95,10253.5,2539.2,1375.2,2865.9,4294.86,1636.12,1901.63,1433.1,2539.2,531.06,2359.01,4498.63,96.79,167.92,225.51,2370.4,401.05
2000-01-11,706.94,1556.69,4997.3,210.8,1710.92,11219.11,4642.57,2458.48,716.07,14899.26,170.37,5257.11,1063.07,176.93,5321.18,299.69,482.24,38994.16,5171.29,11999.82,163.39,1843.05,735.74,3447.37,1684.89,34053.3,17921.02,431.63,63795.82,2023.59,6304.07,1619.01,3211.72,10956.23,2698.28,1395.97,3156.03,4326.27,1577.69,2103.1,1569.81,2531.01,550.91,2511.03,4804.36,100.2,174.21,239.1,2602.61,423.46
2000-01-18,792.21,1450.39,5648.65,232.7,1668.23,10886.69,4597.16,2458.48,755.13,14549.28,179.89,5137.38,1018.74,175.7,5563.05,316.03,539.47,38500.56,4930.14,12038.29,163.83,2012.33,757.32,3536.46,1718.17,35320.59,17208.32,404.55,71231.0,1925.9,6275.96,1823.48,3343.58,11499.26,1860.04,1337.81,3056.96,4098.57,1618.59,2131.38,1501.45,2432.72,550.91,2549.04,4775.25,99.58,170.02,233.58,2496.18,425.7
2000-01-25,855.57,1328.74,5356.76,215.24,1881.65,10221.85,4438.25,2114.83,748.62,14265.96,158.73,4805.41,922.02,144.16,4998.68,321.6,523.03,37431.1,4622.0,10596.0,158.63,1932.44,726.66,3506.76,1801.38,33317.46,16633.56,422.46,67100.31,2093.37,6290.02,1717.07,3145.79,11674.94,1957.93,1321.19,3269.25,4145.68,1612.75,2262.16,1391.59,2359.0,538.62,2312.86,4391.87,101.44,166.87,239.53,2631.63,420.47
2000-02-01,764.11,1224.8,5243.25,192.7,1803.4,10177.99,4239.61,2035.52,690.03,13249.34,158.2,4740.1,926.86,136.79,5321.18,307.49,546.05,37924.7,4501.43,10846.0,167.29,1945.76,660.81,3293.93,1768.08,31518.72,17725.61,410.05,64989.13,2009.64,6327.48,1566.86,3192.88,11179.83,2147.61,1350.27,3240.94,4129.97,1747.15,2350.53,1369.62,2416.34,535.79,2342.72,4353.05,102.06,164.77,234.43,2574.58,417.48
2000-02-08,875.58,1303.94,6032.44,202.54,2248.02,10845.4,3348.55,1938.59,624.93,15265.91,151.32,4876.16,963.93,133.51,5280.86,297.09,558.55,39652.29,4179.9,10076.77,157.65,1810.71,669.89,3100.9,1675.46,32949.54,17449.72,464.22,70221.25,2096.86,6322.8,1607.72,3244.68,10477.1,2110.9,1337.81,3156.03,3957.24,1782.21,2396.48,1335.44,2539.2,522.56,2253.14,4027.9,101.44,167.92,233.58,2474.4,419.72
2000-02-15,907.02,1085.43,6027.03,283.18,2095.07,10595.13,2763.98,1855.76,663.99,14149.3,134.39,5170.03,1022.77,122.05,4877.74,296.72,519.74,37513.37,4086.12,10365.23,177.68,1978.09,699.41,3068.73,1675.46,30047.03,17357.76,434.35,67192.13,2058.48,5620.27,1708.2,3272.94,9873.57,1982.41,1275.49,3170.18,3970.33,1764.68,2311.65,1303.7,2621.11,506.5,2215.14,4076.43,102.37,161.29,232.73,2424.31,404.79
2000-02-22,867.48,1174.02,6194.6,332.71,2055.95,10344.84,2565.33,1599.65,729.09,14332.63,133.33,5121.05,977.63,129.42,4555.25,306.74,463.16,34594.0,4474.64,10461.38,168.97,1993.31,644.91,3021.99,1582.85,29433.83,15863.38,404.55,58747.23,1863.1,5123.81,1565.85,3432.33,9969.74,2049.71,1225.63,3092.34,3562.91,1735.46,2251.56,1237.78,2604.73,479.09,2160.84,4117.27,102.06,162.36,232.31,2454.36,402.55
2000-02-29,873.67,992.13,6740.55,325.09,2543.25,10511.7,2582.36,1804.65,722.58,14565.95,123.28,4451.67,951.84,127.36,4394.0,257.72,522.37,34017.43,4327.27,10096.0,180.29,2254.15,696.0,2982.07,1528.12,26339.08,17323.27,409.17,58747.23,1870.08,5657.74,1433.97,3266.4,9472.86,1811.09,1250.56,2972.04,3522.97,1682.87,2123.24,1103.51,2524.08,453.58,2098.41,3863.0,100.2,162.63,229.33,2494.44,411.51
2000-03-07,936.55,976.77,7264.87,423.19,2731.77,9677.44,2531.28,1746.49,742.11,15649.23,110.58,4266.64,845.46,122.01,3950.57,245.1,477.63,29981.46,4193.3,8422.95,202.5,2508.32,811.05,3234.11,1540.75,26298.12,14851.8,400.0,56452.42,2009.64,5470.39,1302.09,3105.22,8911.86,1749.9,1302.95,1811.53,3530.96,1612.75,2148.14,1108.39,2474.58,440.35,2038.69,3633.17,100.2,164.51,234.43,2374.22,409.27
2000-03-14,870.81,964.96,6605.41,559.38,3002.11,9719.15,2622.09,1815.22,706.75,16715.84,101.59,4359.15,795.29,119.96,4273.06,241.31,455.92,32946.66,4139.71,8730.64,186.39,2327.12,700.56,3308.97,1528.12,24905.38,15402.76,386.64,53606.85,1904.97,5226.85,1523.99,3209.51,8479.09,1774.38,1294.6,1762.0,3530.96,1589.38,2123.24,1203.6,2482.83,470.59,2136.41,3598.94,101.13,163.97,231.03,2404.27,414.5
2000-03-21,1028.49,1000.39,6978.38,481.92,2913.18,10761.98,3018.08,2125.24,765.65,19599.03,135.45,4702.01,909.48,126.12,4635.87,276.63,549.34,36900.27,4457.27,10538.3,189.87,2197.41,683.47,3433.74,1683.88,27076.41,16911.93,424.29,56268.84,2187.57,5962.17,1737.51,3674.11,9376.68,1896.75,1340.54,1783.23,3898.43,1646.46,2205.04,1371.94,2936.51,526.34,2353.58,4083.04,104.23,171.5,239.1,2494.44,439.14
2000-03-28,1060.41,1059.45,7351.36,409.22,2781.57,11345.96,3354.06,2329.83,739.47,21865.59,126.46,4821.73,943.5,141.32,4716.5,288.53,538.16,35170.57,4292.7,10461.38,200.76,2346.19,686.89,3388.83,1599.69,30189.59,18340.46,411.01,53698.64,2285.26,6585.08,1875.67,3522.41,9745.34,1847.8,1399.0,1804.45,3658.78,1622.77,2087.67,1357.24,2944.75,499.83,2388.87,3892.34,104.85,168.27,245.05,2384.24,437.65
2000-04-04,970.38,976.77,6886.49,380.96,2514.8,11095.68,3547.67,2285.73,798.37,20665.64,131.75,5292.53,1010.71,134.75,4918.05,301.54,569.08,35252.93,4868.71,11807.52,210.78,2416.77,729.04,3585.97,1679.67,30967.88,16678.64,383.93,60124.12,2295.73,5929.38,1800.31,4001.23,9569.03,1824.68,1403.18,1927.91,3858.49,1575.39,2240.6,1447.89,2911.76,545.7,2502.89,4210.18,108.26,172.04,251.84,2223.95,445.44
2000-04-11,910.35,746.46,7470.28,446.68,2439.77,11679.66,4111.43,2135.82,850.72,21215.62,144.44,5700.9,1094.94,136.39,5240.55,305.63,604.61,36076.6,4772.71,11709.77,200.33,2226.02,732.46,3541.05,1662.83,30066.7,17188.42,405.5,53056.09,2372.49,5699.89,1672.62,3768.93,9152.29,2041.17,1415.71,1949.49,3874.47,1676.08,2372.2,1499.34,3324.19,560.99,2551.75,4229.73,108.57,177.41,260.89,2374.22,478.89
2000-04-18,967.04,694.49,6227.03,432.39,2233.19,10678.55,3860.87,2003.54,772.19,21265.62,151.85,5651.9,1053.64,126.53,4716.5,279.61,536.18,36241.33,4539.56,10860.95,198.15,2250.82,759.79,3376.35,1713.35,25192.13,15552.52,383.49,52597.13,2205.02,6191.66,1528.17,3555.59,8911.86,1948.39,1403.18,2086.17,4122.11,1758.99,2329.52,1393.99,3332.44,539.01,2562.61,4004.8,109.83,179.56,261.33,2514.47,480.41
2000-04-25,978.0,672.05,5718.92,431.76,2197.57,10720.26,4156.98,2088.2,798.37,21132.29,158.2,5945.93,1061.74,124.48,5442.11,259.9,600.0,38465.23,4827.57,11497.56,204.25,2287.06,760.93,3386.33,1755.45,26011.38,16577.84,381.14,59481.57,2260.84,6407.11,1457.0,3522.41,10001.8,2300.96,1449.12,2186.89,4553.5,1776.76,2457.55,1511.59,3563.4,550.48,2502.89,4376.43,111.1,178.49,262.62,2664.74,486.49
2000-05-02,898.44,651.97,5940.54,449.22,2226.07,10508.5,4122.82,2059.98,870.35,22082.24,152.91,5488.55,971.84,117.91,5159.93,263.99,576.32,38053.4,5225.29,11632.6,238.65,2367.17,863.45,3566.0,1734.03,26380.05,16658.48,405.72,52505.34,2372.49,5957.48,1492.58,3323.29,9729.31,2319.51,1411.53,2179.69,4305.85,1610.93,2315.29,1570.38,3431.42,524.68,2570.75,4254.18,115.52,197.31,274.69,2658.69,503.97
2000-05-09,803.65,596.46,4756.76,444.46,1998.12,10717.83,3934.9,2003.54,857.26,17982.45,157.67,5913.26,1007.47,118.32,4071.51,256.18,517.76,36735.53,5184.15,12211.34,246.86,2370.99,891.93,3598.44,1712.73,27854.71,16255.27,400.44,48558.26,2274.8,6650.65,1483.59,3361.22,9825.48,2294.77,1486.7,2237.24,4377.75,1770.84,2489.56,1567.93,3225.21,519.9,2562.61,4373.86,116.15,186.55,279.87,2637.92,497.89
2000-05-16,805.55,536.22,4929.73,477.47,2279.49,11806.36,4026.01,2058.22,818.0,20815.64,169.31,6588.44,1090.08,111.74,4232.75,282.95,540.13,37476.83,6020.75,12655.04,255.6,2527.4,938.64,3710.74,1836.28,28796.85,16577.84,441.25,48282.88,2355.04,6744.32,1504.61,3398.2,9621.45,2455.59,1490.88,2280.4,4365.76,1735.3,2539.35,1567.93,3563.4,505.56,2730.92,4462.51,115.83,190.18,281.59,2741.78,498.65
2000-05-23,654.06,511.42,4021.63,547.95,2122.78,11555.16,3764.06,1735.46,857.26,19465.7,193.65,6572.1,1165.4,108.46,3990.88,253.58,427.63,36284.63,6020.75,12655.04,252.1,2294.69,888.51,3749.72,1810.72,27158.34,15391.24,401.32,44244.01,2250.37,6313.43,1435.26,3183.42,9557.09,2245.29,1461.64,2373.92,4317.07,1782.68,2571.36,1528.74,3464.42,500.78,2815.07,4295.05,113.62,185.78,277.28,2679.47,500.17
2000-05-30,667.4,722.83,4562.16,558.11,2161.96,10927.16,4031.7,1576.73,870.35,17515.8,211.11,6615.66,1149.2,109.26,3587.76,268.08,342.11,36861.88,5801.31,13388.1,238.56,2166.89,895.35,3671.81,1912.97,28369.8,15575.57,429.36,50118.73,2337.6,6080.38,1391.13,3326.61,10184.57,2251.47,1472.5,2424.28,4171.0,1782.68,2531.94,1516.49,3118.23,521.81,2638.62,4088.18,113.62,186.88,274.69,2689.85,493.33
2000-06-06,707.89,734.65,4718.92,648.59,2268.81,11010.89,3826.7,1719.59,959.55,17799.12,222.22,6392.42,1094.94,121.22,3466.83,275.14,334.21,37274.21,5664.16,12655.04,228.95,2191.9,886.21,3734.64,1938.53,29396.21,16854.33,467.89,51495.62,2281.77,6479.17,1336.49,3135.7,10265.02,2338.07,1493.48,2424.28,4130.43,1758.99,2431.81,1484.64,3317.26,519.9,2641.33,3812.35,113.94,184.68,275.99,2700.24,492.57
2000-06-13,720.28,689.76,4821.63,644.78,2040.86,11387.69,3553.37,1709.01,1012.12,16965.83,247.62,7034.93,1223.21,137.71,3345.89,278.86,338.16,37439.14,6007.03,12770.79,235.06,2279.88,885.07,3689.4,1964.1,28944.59,16517.18,477.06,51862.79,2243.4,6333.73,1168.38,3226.38,9991.5,2393.74,1518.65,2503.41,4300.84,1812.29,2528.37,1462.59,3118.23,516.07,2711.91,3738.46,116.15,191.28,286.34,2741.78,490.29
2000-06-20,771.73,714.57,5486.49,797.48,2051.54,11262.09,3261.44,1822.47,1025.27,17032.49,246.56,6985.92,1246.78,136.89,3144.33,267.62,332.89,36944.35,5617.08,12423.54,232.01,2266.49,871.37,3629.09,1921.49,31202.68,17613.71,494.46,51220.25,2330.62,6812.28,1044.4,3140.47,10184.57,2201.99,1518.65,2460.25,4130.43,1776.37,2428.23,1437.84,2993.83,472.11,2581.61,3428.16,118.04,196.23,288.06,2731.39,510.05
2000-06-27,788.88,725.2,5264.87,723.83,1922.43,11387.69,3649.84,1834.83,959.55,16282.53,237.57,6985.92,1223.21,134.41,3345.89,284.74,347.37,39583.23,6176.0,12462.13,237.69,2302.83,871.37,3553.69,1827.76,28821.42,16471.02,481.17,54524.78,2232.93,6455.71,1038.09,3169.11,10297.2,2090.65,1489.28,2424.28,3951.9,1680.35,2356.71,1452.58,2952.36,461.57,2603.33,3521.74,117.72,192.38,290.22,2741.78,512.33
2000-07-04,812.7,761.81,5043.25,620.97,2051.54,11262.09,3684.11,1921.36,992.41,17115.82,258.2,7671.99,1233.77,137.71,3386.2,293.3,359.87,41892.25,6078.18,12944.41,230.26,2274.14,857.66,3455.67,1849.06,28287.69,16701.86,489.91,57462.14,2152.68,7206.38,1078.02,3192.97,10763.79,2016.43,1472.5,2391.76,3935.67,1692.35,2381.74,1573.02,2977.24,476.08,2644.05,3620.25,118.03,199.52,293.66,2721.01,512.0
2000-07-11,867.96,826.77,4854.06,671.76,1427.24,10927.16,3935.43,2090.89,998.98,20165.67,277.25,7639.32,1297.98,155.03,3829.63,278.42,374.34,44036.35,5798.73,12439.85,239.0,2293.27,854.24,3498.4,1857.58,27097.06,16009.32,509.58,52321.75,2086.39,7516.03,1029.69,3255.01,11359.1,2023.2,1531.23,2362.59,4179.12,1776.37,2467.57,1489.45,3035.29,455.76,2673.91,3585.77,122.84,200.62,303.27,2814.48,524.36
2000-07-18,872.72,747.64,5194.6,727.0,1316.63,10927.16,4106.78,2147.4,992.41,21215.62,260.85,7312.62,1275.22,165.75,4595.56,266.5,356.58,40985.14,5379.54,12304.43,231.57,2316.22,819.98,3274.72,1844.8,28821.42,15651.5,488.07,52872.51,1995.68,7281.45,1092.73,3402.97,11616.53,2035.69,1514.45,2260.51,4122.31,1776.37,2524.79,1435.38,2811.38,442.22,2633.19,3438.01,121.88,194.03,303.71,2897.56,521.27
2000-07-25,763.15,705.12,4772.98,623.51,1198.88,7745.3,4243.86,2013.19,979.26,19415.71,256.61,6860.69,1260.59,169.05,4716.5,272.09,333.55,41150.07,5714.89,12304.43,213.22,2159.38,772.01,3108.85,1836.28,29314.09,16482.56,506.42,50210.53,2093.37,7356.51,1069.62,3388.65,12774.96,2285.47,1493.48,2282.38,4041.17,1770.36,2506.91,1423.09,2919.19,427.7,2638.62,3354.27,121.56,203.92,320.31,3042.96,527.45
2000-08-01,751.72,661.42,4318.92,597.48,1181.04,7491.98,4066.8,2133.28,972.69,19832.35,296.83,7269.06,1316.67,162.45,4676.18,266.5,342.11,40820.21,5756.81,12517.24,248.61,2310.48,855.38,3171.68,1870.19,26686.5,15686.13,513.76,47823.92,2239.91,7431.58,1082.22,3293.2,12581.89,2491.54,1506.06,2289.68,4008.71,1830.38,2506.91,1410.8,2794.79,420.93,2638.62,3206.51,123.16,205.02,333.86,3112.12,525.13
2000-08-08,712.66,797.24,3956.76,683.19,1352.31,7155.27,4386.66,2564.17,946.4,19465.7,320.11,7579.43,1342.68,162.45,4394.0,261.29,395.39,43376.63,6371.61,12846.13,258.61,2430.98,910.2,3232.0,2051.18,26563.33,16182.45,525.65,46630.62,2341.09,7168.84,1109.54,3288.42,12501.45,2822.49,1564.8,2501.14,4365.76,1860.38,2692.87,1484.54,2985.54,406.41,2777.06,3356.24,122.52,208.87,325.99,3165.78,504.28
2000-08-15,711.7,807.87,4562.16,723.35,1412.97,7155.27,4278.14,2281.62,913.54,19699.03,310.58,8107.59,1354.06,163.69,5159.93,268.37,365.79,43376.63,7251.9,12962.21,264.31,2513.22,939.89,3357.66,2176.15,26193.82,15709.21,509.14,51403.83,2246.88,7056.25,1081.45,3221.61,12231.64,2834.98,1556.41,2464.68,4354.71,1848.38,2796.58,1504.2,3176.28,396.74,2850.36,3435.8,124.44,207.54,325.56,3187.24,506.59
2000-08-22,787.92,870.47,4810.81,719.38,1416.54,7491.98,3832.62,2341.66,913.54,19265.71,310.05,8145.7,1317.49,168.22,5200.24,252.36,346.71,45649.73,7140.12,13658.68,266.5,2639.46,960.45,3509.82,2167.53,25701.15,14820.45,492.18,54800.15,2117.79,6493.25,1047.66,3231.23,12731.88,2872.45,1543.82,2442.81,4173.26,1860.38,2778.7,1553.36,3086.09,402.54,2893.79,3405.97,124.44,206.42,321.19,3208.71,506.59
2000-08-29,902.25,1042.91,5416.22,790.5,1616.35,8249.6,3838.33,2376.98,957.21,19315.71,284.66,7906.13,1279.29,165.75,5321.18,249.01,365.79,44741.69,6916.55,13136.33,264.31,2637.54,982.14,3487.03,2171.84,25353.2,15051.3,510.97,53515.06,2145.7,6906.11,1043.43,3254.06,13506.45,2703.85,1518.65,2369.89,4033.05,1776.37,2746.26,1499.28,3052.73,402.54,2942.66,3341.33,124.77,200.25,307.64,3079.93,490.38
2000-09-05,951.8,1075.98,5610.82,808.91,1637.76,8291.69,3809.77,2458.21,944.01,17015.82,291.53,8085.81,1238.65,164.49,5280.86,250.87,380.92,44824.24,6692.99,13020.25,260.81,2627.94,982.14,3481.96,2275.26,23789.2,15143.64,477.94,52229.96,2159.66,7262.68,1018.09,3334.57,14313.29,2803.76,1525.31,2523.02,4214.5,1872.39,2810.96,1521.4,3161.16,398.67,3013.24,3246.86,124.44,198.56,312.45,3144.32,501.96
2000-09-12,880.34,1132.68,4340.54,711.76,1627.05,7534.07,3598.43,2376.98,1076.04,18449.09,303.17,7966.02,1189.09,170.28,5482.42,253.1,396.22,49364.45,6637.1,13233.06,270.89,2597.27,995.88,3588.32,2456.25,24818.15,15212.89,465.54,52688.93,2156.17,7389.35,980.07,3114.67,15297.63,2560.22,1609.58,2916.78,4585.64,1926.4,3231.53,1509.11,3186.18,391.9,3100.11,3182.22,127.65,204.17,329.05,3122.86,512.77
2000-09-19,913.69,1097.24,4616.22,699.07,1541.42,7534.07,3512.39,2234.42,1214.67,17915.78,320.11,8216.49,1162.99,196.73,6087.1,227.32,351.97,49529.55,6192.98,13484.57,254.23,2480.35,926.05,3568.06,2447.63,23089.52,14324.13,465.54,53056.09,2138.73,7168.84,929.37,2956.05,14652.16,2510.27,1537.95,2610.52,4379.45,1895.72,3177.61,1425.34,2744.12,359.97,2796.07,2938.58,125.73,196.88,329.05,3090.66,506.59
2000-09-26,784.11,1059.45,3443.25,787.32,1445.08,7239.45,3672.82,2188.46,1194.86,16599.18,386.24,8488.74,1248.14,201.69,6530.53,215.39,355.92,49777.2,6406.53,14064.96,252.04,2422.84,872.25,3375.61,2477.79,22060.57,13467.68,415.56,55259.12,2103.84,6746.59,861.78,2855.11,17072.67,2610.18,1500.03,2690.73,4486.67,1920.02,3310.61,1351.36,2652.37,274.33,2828.64,2873.94,124.77,190.71,329.93,3079.93,506.59
2000-10-03,340.13,979.13,3259.46,768.27,1341.61,7576.16,3804.61,2121.29,1194.86,16615.84,409.52,9174.81,1396.24,214.92,7417.39,216.14,356.09,49034.25,6847.87,14161.7,261.68,2595.35,908.88,3519.95,2766.51,22225.21,13965.2,425.69,61684.6,2194.55,6687.95,887.13,3172.35,15458.99,2897.43,1386.26,2366.09,4470.17,1986.86,3400.47,1450.0,2869.23,283.18,2969.8,3197.13,125.39,199.12,329.8,3026.27,507.29
2000-10-10,318.22,1006.3,2962.17,656.52,1198.33,7912.88,3638.45,2008.15,1201.46,13899.31,396.83,9223.81,1441.92,211.2,7377.08,222.85,347.37,51675.83,7104.13,13772.6,253.35,2570.44,842.49,3532.61,2826.84,23089.52,13965.2,383.93,62051.77,2309.69,6005.31,889.24,3013.73,15378.31,2961.38,1335.7,2366.09,4321.71,1932.17,3382.5,1435.21,2719.1,291.04,2988.81,3222.0,124.74,200.81,324.94,3079.93,505.72
2000-10-17,306.79,838.58,2427.03,599.38,1148.25,6734.37,3483.74,1983.4,1128.85,11066.12,389.42,9305.49,1503.25,200.04,6853.03,210.92,336.84,53326.81,7218.02,14354.54,264.75,2511.01,794.41,3357.88,2792.36,22842.57,13502.39,328.88,55167.32,1978.23,6512.01,832.21,2984.89,15620.36,2929.94,1386.26,2499.19,4321.71,2029.39,3544.25,1383.42,2602.33,255.65,2896.51,2993.27,124.08,202.49,319.63,2886.76,505.72
2000-10-24,287.73,1031.1,2881.08,669.22,1219.8,6650.19,3397.79,2227.35,1148.65,11932.74,374.6,9289.15,1450.4,167.39,7054.59,243.34,357.24,55473.09,7986.81,14858.89,251.6,2417.09,762.36,3332.56,2706.18,24694.67,15781.71,413.72,61133.84,2020.1,7206.38,891.35,3032.96,15749.45,3319.76,1289.35,2691.43,4461.92,1932.17,3441.74,1452.47,2702.42,246.8,2996.95,3112.61,121.48,201.37,317.87,3047.74,502.58
2000-10-31,298.21,1161.02,2924.33,631.29,1262.72,7281.06,3661.36,2414.73,1254.27,13382.67,367.72,9528.73,1591.33,185.57,7820.52,276.88,385.53,60260.95,8342.73,16197.36,241.08,2334.67,678.8,3327.49,2753.86,28275.4,17077.57,417.39,58930.82,1999.17,7788.14,1079.34,3234.83,17508.36,3439.22,1373.62,2824.53,4643.37,2011.16,3466.97,1546.18,2912.7,263.51,3300.99,3550.16,122.46,201.93,324.94,3137.45,505.72
2000-11-07,324.89,1275.59,2637.84,727.0,1273.45,7831.38,3942.13,2312.2,1293.88,14399.29,355.03,9474.28,1564.58,216.98,8263.95,259.37,376.32,57124.08,8029.52,16371.94,264.26,2426.68,695.97,3324.96,2918.91,27369.93,15908.99,435.3,57094.97,2072.44,8367.56,1087.0,3311.74,16830.62,3414.07,1297.77,2684.04,4560.89,2084.07,3254.34,1580.7,3038.61,265.48,3249.41,3599.88,123.76,195.2,324.94,3026.59,501.0
2000-11-14,308.69,1113.78,2637.84,709.86,1244.84,8170.03,3827.53,1994.01,1247.67,8849.56,389.95,9871.77,1653.96,225.66,9070.19,260.86,388.16,56674.81,7887.15,16139.16,260.74,2328.92,689.1,3413.59,2849.42,26052.88,14832.96,382.97,55167.32,1727.03,8398.06,1241.98,3335.77,16656.64,3414.07,1272.49,2647.07,4573.79,2114.45,3366.06,1573.3,3030.21,282.19,3148.97,3601.31,123.76,190.92,323.61,2982.24,501.79
2000-11-21,286.78,910.63,2459.46,582.87,1373.61,7704.38,3667.09,2004.62,1370.86,8516.25,407.41,10040.56,1617.16,215.74,7780.2,255.64,379.61,55187.71,8527.8,17050.87,271.73,2296.33,665.06,3470.65,2949.32,26052.88,14497.43,395.38,52046.38,1639.81,8566.96,1188.91,3383.38,17756.3,3602.69,1356.76,2713.62,4883.73,2345.34,3560.67,1612.76,2912.7,296.94,3105.53,3350.52,122.78,195.5,325.38,3026.59,502.58
2000-11-28,274.87,918.31,2381.08,522.39,1491.66,8085.36,4028.07,2029.36,1463.58,8199.59,422.22,10138.57,1575.67,218.64,7498.02,251.17,371.05,59731.61,8470.86,16915.08,252.39,2125.74,658.2,3503.82,2962.35,26898.21,15006.51,388.99,55075.53,1667.72,8266.69,1222.88,3487.45,17465.21,3382.63,1415.75,2654.46,4950.75,2375.72,3704.83,1647.28,2946.27,293.99,3127.25,3290.33,121.8,196.08,322.29,3026.59,512.0
2000-12-05,259.15,961.42,2843.25,488.9,1670.51,7958.37,4056.72,1916.23,1443.71,8166.26,381.48,10312.81,1700.94,219.81,8102.7,260.86,371.71,52791.84,8784.07,17109.06,230.4,2093.15,637.52,3340.5,3001.44,28754.69,16580.06,397.21,53882.23,1713.07,7779.5,1341.77,3707.68,17837.16,2999.1,1460.38,2617.49,4950.75,2375.72,3633.33,1684.27,2988.24,315.63,3089.25,3641.43,130.27,210.41,339.09,3048.76,527.7
2000-12-12,234.38,962.6,2821.62,491.44,1652.63,6561.42,4108.29,1994.01,1430.46,6866.32,347.62,10307.37,1658.92,213.65,8263.95,261.23,349.34,51800.45,8855.25,16294.34,253.7,2250.33,699.55,3340.5,3005.79,28053.36,16094.11,411.01,52413.55,1703.44,8549.93,1256.85,3591.52,17885.67,2917.36,1515.41,2196.03,4816.71,2163.06,3900.88,1667.01,3097.36,307.76,3029.53,3410.71,131.25,216.72,343.95,3004.41,531.63
2000-12-19,213.42,805.51,2664.87,363.18,1523.85,6434.43,4371.3,1699.25,1324.5,6699.67,419.58,10198.46,1572.41,224.25,8667.07,261.53,357.24,51717.83,9936.5,17070.27,290.64,2445.84,717.93,3309.88,3149.13,28218.38,15363.07,377.47,55626.29,1636.71,7319.11,1142.2,3388.22,17174.13,3011.68,1553.5,2247.79,4925.62,2199.52,3807.47,1603.04,3298.82,300.88,2948.09,3500.99,134.88,211.56,355.44,3004.41,552.05
2000-12-26,223.9,660.24,2659.46,341.6,1366.46,6561.42,4968.7,1724.03,1264.9,6549.68,428.57,10672.18,1717.63,227.89,9553.93,243.99,379.61,53865.86,10282.61,17613.41,298.99,2488.47,691.51,3381.33,3340.24,27104.49,15200.75,344.44,57462.14,1513.78,7234.55,1135.83,3943.02,16300.86,2961.38,1578.9,1900.27,5260.69,2260.96,4065.22,1637.67,3324.0,315.19,2948.09,3616.35,134.22,215.57,341.3,2849.2,544.98
2001-01-02,226.75,685.04,2951.35,304.13,1470.19,6984.74,4974.44,1709.87,1225.17,7466.3,422.75,10269.25,1679.69,232.8,9634.55,254.81,433.55,53948.47,10657.58,18001.37,298.11,2513.45,676.58,3508.93,3218.62,25495.55,14597.82,332.55,58655.44,1569.98,7460.05,1225.0,3962.83,16042.12,3107.37,1595.83,1774.57,5034.52,2211.81,3914.15,1682.2,3349.18,321.14,2996.95,3646.45,135.21,217.29,354.12,2849.2,560.3
2001-01-09,262.01,643.7,3589.19,420.96,1903.62,8297.02,5462.7,1642.6,1271.52,10732.8,406.35,9463.39,1567.07,208.95,9029.88,261.15,440.13,49900.27,10008.6,16102.45,289.32,2373.17,699.55,3276.7,3314.18,28218.38,16279.06,373.8,61959.97,1692.91,7929.82,1225.0,4101.53,15249.72,3189.64,1553.5,1316.14,4582.16,1953.76,3603.92,1692.1,3449.91,338.98,3165.26,3756.79,130.92,210.41,344.28,3093.1,555.51
