,ew,gmv,maxdecor,maxdiv,msr
0,-0.6718379398688741,2.5696284440415345,-0.9916288394594335,-3.547164269282541,2.684498021959115
1,0.5231345884225453,0.5557331017444027,1.2297068726946958,-0.25949389540763756,0.6180817817518767
2,0.6020670074304559,0.16574277051890343,-1.7590721946694754,2.681149760189171,0.16949432061362843
3,0.9085863068687295,-0.14065673148177174,0.8321168669838881,1.6081105199269738,-0.11128123024010386
4,1.1271276842270472,0.12549244742784404,3.6782091713964857,-1.1957176607887385,0.11924522256630417
5,-1.0312237702065745,0.7792468457678049,-0.7897930791668237,-1.1134287432691732,0.8241969648419464
6,-1.2495884630915288,-0.8844159872936127,-3.768614459402522,0.43146159486624575,-0.9666159465400306
7,2.434802879000306,-2.488634340595334,4.031510627789964,3.6330100530376703,-2.536707767317312
8,0.7617642953582111,2.955322598132739,5.001096521045211,7.262924243400651,3.06916279459011
9,1.2471529912920296,-0.005437504408081986,-0.5455057159913466,-1.4383214730817695,-0.04311794961960523
10,-0.9832350567698864,-0.11644016221771193,0.8912463883651183,-4.805441230407232,-0.04410629130083293
11,3.106693051214199,1.0938339965435386,2.213042218313834,3.984490524963079,1.0861949488821896
12,2.354051827597336,2.5090836436797717,5.016445134689575,0.09634463117702191,2.825231972816323
13,1.6461341321458982,0.4322989280594939,0.26249709720356573,3.306015711326804,-0.2002243140992181
14,1.9063009666607889,2.859770792845253,1.6946337620181484,1.4673825981878015,2.0826479818545223
15,-2.332374878079899,-0.4286321237390973,-1.6367671632612066,-3.990076881410804,-0.39756164526626064
16,0.7197891137234276,1.0332282062531246,1.9062149354074236,2.0974967960250543,1.3640232806106811
17,0.3062054057944896,4.709453105883144,-1.607508904079782,-0.4396044118859742,4.5033139451986495
18,1.2020428999836554,-0.016323382876358775,4.172155401589001,4.398158946386478,-0.011159213051256469
19,-1.5431775356296369,-3.126833852930128,-1.6832909994395386,-1.189311679424016,-3.7236175194231524
20,-0.0038148115851162068,1.2870188850987077,0.46138784754637246,3.3485214923475013,1.494353988306567
21,-1.203471259879281,1.7555237794811218,-3.27186101738916,-3.548488530764386,1.588735627359061
22,2.7744480284291955,-1.6645216964403802,4.519415123334588,5.552643977658753,-2.064975555713605
23,-2.0144026860648583,-0.10519460774452744,-1.2865645151042084,-2.5369402212318093,0.3649523944280395
24,0.14233245596448252,1.9830131760318497,0.639047148944711,1.5678653786472367,2.7453299833853384
25,-2.233485039518402,1.0741020654902622,-4.33218760477229,-4.414043183149101,0.5667707057162807
26,-1.4637784260559534,0.7690541394780673,-1.5458472713943647,-4.341466442470724,0.3667934821338717
27,0.7595261992453157,0.7598060351204825,0.07112050236756216,-0.12288019507071635,-0.050708985533268906
28,-5.303915482716833,1.8945554090151169,-5.6172587011508694,-9.136865466959682,1.3669312187670872
29,-3.290028198414273,-2.262406024531077,-3.2221463986550023,-2.0090296663009557,-2.9304277536369687
30,-0.351032071199727,-4.0471728040111925,-3.27853649610585,-0.7042220577932203,-4.577131804040849
31,-4.610774901107461,-1.8268413635085117,-1.916086378896624,-2.224860310703751,-0.5747635321149673
32,-11.185401810062217,-6.18817725461552,-12.002428520363246,-14.127031995567362,-7.021619549390387
