,aapl,intu,klac,nvda,adsk,has,nke,tif,pvh,bby,abc,unh,ci,mck,hum,el,cost,wba,mo,syy,bkr,slb,hal,cvx,oke,ipg,omc,viac,cmcsa,dis,expd,gww,pcar,ba,rtn,es,eix,ed,sre,exc,ecl,shw,iff,fmc,ppg,pld,reg,avb,well,kim
0,0.1986810101339852,2.3777847968473777e-10,4.42122446685167e-11,1.2216108972290545e-10,0.05668728933105371,0.0032200501002649503,3.6811289362787104e-11,4.2176935739412056e-11,1.5026432465959606e-10,8.152121822014873e-12,0.29664812065067037,6.312379762056375e-11,0.057064064418831974,3.4323880587524764e-09,0.004098595409906321,1.4637514688056395e-09,9.228226529420952e-10,7.0524805762857406e-12,0.0012722563122592966,1.5834046392136745e-11,5.166416023736877e-10,0.06107115677230342,1.656342498258486e-10,9.44237388394528e-11,1.289895103896078e-10,0.00606961525570825,9.980959353594355e-12,2.212239635502513e-10,0.0003196340030833098,2.5742477135500014e-10,1.0688646388869178e-11,5.154164671375196e-07,5.926999147230499e-11,9.082950359102804e-12,0.023140166571427274,1.5176643805576457e-10,0.054974672402009414,0.024192128515924016,0.002929738003290707,0.021237475565247837,9.043649718050053e-11,3.9538000190981995e-11,0.15416935602058646,5.000895251772509e-11,7.168287087668408e-11,2.451022632552053e-09,2.593027554194831e-09,1.2343299705882314e-09,0.03422413895003108,1.4652464595531995e-09
1,0.14843404863864293,1.6383560404366376e-11,1.383691567056318e-12,3.353164855242717e-12,0.03940024549074955,0.003642857247700801,1.5698751323339152e-12,1.4405100949333796e-12,3.98474272332279e-12,2.844874049768223e-13,0.2635460992752573,2.1076139125982434e-12,0.029203589696025812,1.1823640380947535e-10,0.005186247600233243,0.17510046934044843,7.264295117177399e-11,2.2702935452910165e-13,5.52478759122663e-12,4.4443604282792314e-13,2.2951950374949782e-11,0.04193257770599672,0.06913658213881073,4.462343218559027e-12,6.631775236823151e-12,0.0038413965269781616,3.8344728226885255e-13,1.1819952551426695e-11,0.0014603494659711433,0.0028904685360290404,4.357952529986003e-13,7.846750527637503e-11,2.2400127814999318e-12,3.881567622050137e-13,0.0006521095796178324,8.878919462208587e-12,0.03821622164653123,0.03279675649016265,0.017606137872202846,4.392654923118306e-11,3.665139122393744e-12,2.154670159093294e-12,9.475202149466071e-07,1.6924491054591812e-12,4.701900880668489e-12,7.927127943299764e-11,5.7134405129393676e-11,5.999773355333752e-11,0.010263421299408992,0.11668947331223026
2,0.08124411324001665,8.361455147256221e-13,6.107684072079822e-14,0.025530927505091023,2.23128427766666e-11,0.0025578454536237393,0.020926754999290455,1.3319474040637352e-13,3.115262081519325e-13,2.64796350930326e-14,0.04343200820930078,3.8161814243728964e-13,0.06377198096083166,1.3938353701234708e-11,1.7961302677132467e-13,0.11654628146357525,2.936855690067277e-12,2.1280003883118693e-14,5.60776077870214e-09,8.132988562487883e-14,2.3812640569309066e-12,1.5009572362686238e-12,0.2018902091970913,3.824725495607715e-13,2.1996391539776322e-13,0.0008160178089994935,4.367158615232657e-14,1.3586459541996844e-12,0.005245712632539117,1.9214876941252102e-12,6.341397747895838e-14,1.0099830536121988e-12,2.11949097502868e-13,3.531634066947129e-14,5.70233492479445e-13,1.6809005105812909e-12,0.06070359235687127,0.05085931149200135,1.9760504127563243e-12,5.754909706065e-13,5.016408753636805e-13,2.4044037030149356e-13,1.1122683047753608e-10,1.4951340764202558e-13,1.6595158043112044e-13,7.729151477513192e-12,9.130995101351e-12,5.134771911923753e-12,0.01137899249586343,0.31509624638771244
3,1.0995029236137127e-11,0.23427438960688798,3.818811062409235e-13,1.197610257890716e-11,4.681023787852368e-12,5.994349848771299e-13,0.029489588918628754,9.395669388688402e-13,1.7608658335351062e-12,1.1271370796706432e-13,1.96629291140234e-11,0.029271154391953297,0.05472239657064802,1.8111460514827491e-10,1.158917963669016e-12,4.6296024300415665e-11,2.156823289547212e-11,1.9800517474017658e-13,8.724665208114341e-13,9.241806738037496e-13,1.5490752236311042e-11,0.03200975021118909,0.46847698765393303,1.5103124091357937e-12,1.6573139399370742e-12,2.5447219261448547e-13,2.5669646901051957e-13,7.1827028523319305e-12,0.00773572184137883,3.0919841511454116e-12,6.660414715683846e-13,3.596465394252364e-12,1.2653597941910317e-12,2.1986664347258207e-12,1.1859989964659783e-12,1.0518400626179942e-11,0.019303317988311537,0.013657909415015252,4.144560469064206e-12,2.790562420118883e-11,5.44393024429393e-12,1.9180241365365647e-12,1.2239112811175387e-11,1.2110813966057527e-12,1.1840405647373886e-12,1.5814609107966744e-10,1.9988939837548155e-10,7.902776116370595e-11,0.09952292376073549,0.01153585879809204
4,4.509314462296724e-10,0.1555627308807005,2.5517139818419224e-11,0.006533139343331144,2.9012408589707704e-10,4.483708211667808e-11,0.006899966922207731,6.1397862951414e-11,9.0426953854047e-11,9.71191198971188e-12,1.4444401932456601e-09,0.016067556574334712,0.05867126618238826,7.827579251091835e-09,5.477064393172568e-11,3.197786709532852e-09,1.213585863346487e-09,9.49372463727126e-12,2.5640608912209658e-11,4.8498124501734734e-11,1.001952953050337e-09,7.209750561220902e-09,0.2490540067603377,1.0061387341583427e-10,8.667522706508551e-11,1.7369421720013958e-11,1.7818958032586886e-11,4.6118570228697113e-10,0.004364763677689536,1.979844489106203e-10,3.306339019217793e-11,1.717642452709446e-10,5.607816869997746e-11,7.537576671046396e-11,7.545513723418686e-11,1.444571660609062e-09,0.002884992707872663,0.00039535142895876196,1.7686830952765823e-10,2.4342747187583083e-10,2.8903750087228687e-10,9.17063955102148e-11,1.1412535902550231e-09,7.658362811700688e-11,5.332075918396119e-11,1.2933539661380347e-08,0.4579312585422466,6.694939881606358e-09,0.04163490775519223,1.1779661810822333e-08
5,1.3442444528573529e-10,0.021684937200146224,7.46357379227182e-12,0.012981048686288172,1.059973140032835e-09,6.216980580789616e-10,3.897804898832217e-10,1.6401138011193648e-11,2.8002868353046e-11,4.249495105009902e-12,2.0061270990299514e-08,0.014339753319900407,0.025040797452995804,5.263202365758036e-08,2.214451167126146e-11,6.050318797457417e-10,2.631528457574306e-09,2.2554245964105026e-12,9.26914209190351e-12,7.36283024947252e-12,2.895634467178324e-10,4.908342629346897e-11,0.17964704955280061,4.270093909833851e-11,2.0370811952392576e-11,2.6998783514099203e-12,4.0971560037229085e-12,1.0934777769023048e-10,0.0043868472734309195,4.12787808325294e-11,1.0447918755709912e-11,4.0448736492783e-11,1.6676601789259968e-11,5.805064030516432e-12,2.0934312059231877e-11,7.52201749869141e-10,1.1820190080778817e-10,3.7311581454698365e-10,3.79940506571591e-11,3.2207970572802957e-11,6.54075016530893e-11,3.6710842492203855e-11,7.054585096968054e-10,1.8571577705561035e-11,2.018011774339189e-11,4.732134040481403e-09,0.7051888811947582,3.250796232019335e-07,0.036730165813727705,1.0864780974026549e-07
6,2.9700991877854416e-13,0.07411874561659713,1.480434325289386e-14,0.025942173849516796,1.0879715649291405e-10,2.2175186474557856e-14,5.810970072191888e-14,2.7895220900812813e-14,5.419296410662249e-14,5.888122048399829e-15,0.01454009822261425,0.003728136369577994,0.007913274168998733,0.3302693380603164,2.2408181535432393e-14,1.1681358785465487e-12,5.522099583325945e-13,4.469366310466983e-15,5.1043346420758464e-14,2.0014457642735615e-14,3.918754057386512e-13,8.322839400124232e-14,0.10705471681950629,1.0344082080209975e-13,3.273385169024671e-14,5.537900121865384e-15,6.827680360331151e-15,1.9950410729660593e-13,0.00026845114515805496,7.234169247642021e-14,1.8878587714768223e-14,7.265169143435487e-14,2.048166083358834e-14,2.5192759697723855e-14,4.059973804757135e-14,3.5315616417193274e-13,5.206938894548508e-14,1.0671861281100189e-13,6.904815539852415e-14,5.301075918299551e-14,9.636664672799297e-14,4.006121319144563e-14,5.342416797287477e-13,4.95068668119334e-14,4.3263910863066564e-14,6.2761692856520106e-12,0.4253226909740552,0.006681231366562115,0.004161143284957657,2.2972143960587116e-12
7,2.4174516621728425e-10,0.18929155013271193,1.3100832649173885e-11,0.028059747300297932,5.015079788075744e-05,7.987832473722686e-12,2.6181197983387635e-11,2.5371565099470944e-11,5.2195970775140746e-11,3.16460004752531e-12,7.778196901065039e-10,3.119446284671076e-11,0.08477403899733743,1.7898301621733756e-09,7.879920884055096e-12,6.50699277230036e-10,4.164102161024133e-10,1.1990960498987984e-11,2.044958641801344e-11,1.314243212482192e-10,3.814176668664686e-10,5.85824653049997e-11,0.17662675965722785,6.996510557260813e-11,3.1662625245594273e-11,8.928285823644186e-12,7.356763672848033e-12,2.062741878390313e-10,0.0001597632432634352,7.483805675686562e-11,1.1199071248565061e-10,1.0989932623771532e-10,1.0215753909850546e-11,2.0764817012262694e-11,3.6901077102028274e-11,1.6498782176599072e-10,2.979128450110932e-11,7.804556488137952e-11,6.251199489379131e-11,4.206050154006343e-11,2.247741603748713e-10,4.3517821019067874e-11,8.939777295233316e-10,0.001288705609234914,3.3118808053710486e-11,3.912244303511984e-09,0.5197492726110247,5.085212720360009e-10,4.561480494453146e-11,2.756123843115553e-10
8,5.044487208449458e-12,0.22984300422418769,3.1547003922507864e-13,0.04222853316016314,4.8023235478842304e-12,1.8830364229180097e-13,5.344923901455329e-13,6.271501070188619e-13,1.5468557274118087e-12,6.564284365766709e-14,1.9200836040123657e-10,1.9613261382052307e-12,0.09520301528974844,1.5153184595218438e-11,1.3824520889590433e-13,1.4194118236666458e-11,4.74304485411414e-11,2.992400119336093e-13,2.9240691373101454e-13,7.922826480447557e-13,1.8298596937259926e-11,1.4416376988659049e-12,0.09593166461844131,1.224349552927241e-12,1.0814776759482602e-12,2.2453363917883965e-13,1.9006594345576018e-13,9.866970030262879e-12,1.8723271687111425e-13,1.863056397811331e-12,0.0013706010863359605,3.303951361404554e-12,2.472281031486935e-13,3.182114177232256e-13,1.2369277525328282e-12,1.9642567618099768e-12,6.92625466980599e-13,2.4857162161770318e-12,1.2231521314984215e-12,9.058498931311511e-13,0.014249784695478227,1.116792231311697e-12,2.3713663752053857e-10,3.1109440144102827e-12,9.370454158554964e-13,7.454262879001833e-11,0.52117339626122,7.64434719319186e-12,1.0662755832463231e-12,6.720191302552802e-12
9,2.6116349565061935e-11,0.43282404023959636,1.266472440146411e-12,0.06171105137955154,3.5193881089523025e-12,6.119364163196339e-13,1.4018571800647776e-12,1.9611379846550435e-12,4.5782186180238256e-12,2.332271104179526e-13,0.04075997763523731,3.139812944259223e-11,0.20048925972935353,1.5604255945303193e-10,4.686627424017862e-13,4.9283101655937595e-11,9.50359182052657e-11,2.915852893081445e-13,6.363423975375271e-13,1.4738597015046716e-12,1.9212792631484634e-10,6.448276222605692e-12,3.785677494274358e-10,2.900410573295003e-12,6.355296405765164e-12,1.6357487626320523e-12,7.192688918290873e-13,1.6068880426673302e-10,4.080045375076275e-13,6.557367660957538e-12,0.025671617499697676,8.774725902333409e-11,1.7700556042532635e-12,8.748447801658527e-13,0.008583585071071997,5.712084417236649e-12,2.1636484821915546e-12,1.1968309833103684e-11,1.0842736813627876e-11,4.5968486531314996e-12,0.13558076689040155,2.622319574722515e-12,1.610557062532818e-10,4.8664702577635696e-12,2.1309947835062217e-12,1.5732761262624364e-10,0.09437969989985022,3.180199892216714e-11,3.0631207427589853e-12,3.596791171670213e-11
